1.1009772518,-2.8011642391,0.0795529024,-0.1440733039,-0.7178828364,-0.1533733085,0.6635990842,0.0219315133,0.2685433557,0.5061048727,0.1122506831,-0.0042288152,-0.2974760052,-0.3382724822,-0.0519427219,0.0802096255,0.6479542491,0.2856905845,0.0403988802,-0.0391179397,0.2607464292,0.9244198576,0.2520001822,-0.2755214170,-0.1672883043,0.2025034544,0.7010818332,0.0666516564,-1.0640235063,0.0380451068,-0.4790363195,-0.3481221432,-0.0670014166,-0.6481606945
1.0986733556,-2.7985096499,0.0820324223,-0.1506395981,-0.7198969872,-0.1477358682,0.6612338108,0.0258426207,0.2682036523,0.4939931067,0.1157798450,0.0066405444,-0.3230435469,-0.4294815490,0.0008008935,0.1491355493,0.8737599328,0.2782744531,0.0866878735,-0.0819144185,0.3883235256,0.8216506985,0.3612099861,-0.4866419606,-0.2403163392,0.3354607421,0.7962253040,0.0975613821,-1.0216619857,0.0149602460,-0.7920934611,-0.2473315806,0.0082754169,-0.7440309093
1.0974478147,-2.7957890337,0.0842554326,-0.1530785687,-0.7234869751,-0.1369509794,0.6590735755,0.0302066280,0.2591144195,0.5014877404,0.1241897447,0.0210078579,-0.3321809752,-0.4710388210,0.0379255192,0.2063982006,1.0146932379,0.2402019494,0.1322257096,-0.0957794436,0.3846918965,0.7444325375,0.3333357857,-0.6354370221,-0.3008891137,0.4028865777,0.7718371182,0.0373081494,-0.9944901913,0.0940738937,-1.0331007445,-0.0863035551,0.0943950438,-0.7289060087
1.0954630764,-2.7921466753,0.0857383244,-0.1612111616,-0.7265855792,-0.1246297680,0.6561644447,0.0298142579,0.2634715185,0.5168141698,0.1419018080,0.0304441198,-0.3322803860,-0.4563339346,0.0327869635,0.2090459129,1.0230053148,0.1906980089,0.1756818470,-0.0867471344,0.3385798742,0.6992134723,0.2769621547,-0.7020405027,-0.3305648241,0.3957492647,0.7471721714,-0.0106460788,-0.9718284914,0.1759736667,-1.1520948313,-0.0353643261,0.0815750522,-0.6996926455
1.0935513548,-2.7871319073,0.0875877896,-0.1679927544,-0.7302215734,-0.1102243274,0.6529973093,0.0345366401,0.2641745735,0.5493878965,0.1549359320,0.0459860657,-0.3105575973,-0.4145212413,0.0204131142,0.2174354197,0.9967843277,0.2238021158,0.1943730075,-0.0566362389,0.2684315258,0.6291040157,0.2062736921,-0.7759160329,-0.3868689402,0.3799543983,0.7089126729,-0.0782986218,-0.9422458217,0.3109391761,-1.2641697375,0.0179651246,0.0721241084,-0.6736250883
1.0897597748,-2.7814551615,0.0885318266,-0.1762371448,-0.7347288346,-0.0938887471,0.6483046441,0.0499413075,0.2621776221,0.5949351382,0.1528450584,0.0727748975,-0.2704088996,-0.3306799357,-0.0012574968,0.2322344786,0.8916100598,0.3453202580,0.2729772985,-0.0482179517,0.1799992375,0.5218664350,0.1330377639,-0.8760609501,-0.6159694670,0.3919310001,0.5716631760,-0.4026628223,-0.8129079004,0.7057447844,-1.2924727535,0.1290697553,0.1691047481,-0.6410115517
1.0869173789,-2.7771187108,0.0902357962,-0.1855687533,-0.7368616272,-0.0765464272,0.6455538898,0.0515653997,0.2648289635,0.6251414461,0.1654399934,0.0899456221,-0.2408561843,-0.2859317967,-0.0191419716,0.2291812505,0.8556455423,0.3678650985,0.3102036569,-0.0833989507,0.2135907442,0.4211030828,0.2337189265,-0.9766129551,-0.8258198572,0.3492257626,0.4385392407,-0.6782263240,-0.6266430040,1.0606481526,-1.2352533885,0.1833692934,0.2221915148,-0.6303337771
1.0844229840,-2.7732049960,0.0933623744,-0.1959089565,-0.7381815486,-0.0569932320,0.6430081287,0.0507740331,0.2689255299,0.6475643442,0.1811350725,0.1082784785,-0.2143645527,-0.2574392022,-0.0442918884,0.2020965413,0.8519699676,0.3392256220,0.3113641901,-0.1196494974,0.2731578779,0.3073415242,0.3762179985,-1.1051727619,-1.0025856535,0.2735956632,0.3081590602,-0.8281611494,-0.4052898190,1.2811861496,-1.1513959968,0.2115631896,0.2371456003,-0.6032815072
1.0815436851,-2.7681975771,0.0978174944,-0.2095593361,-0.7381455041,-0.0352793870,0.6402979496,0.0430973224,0.2783145547,0.6537064345,0.2062433180,0.1223766224,-0.1909024609,-0.2245293279,-0.0660313920,0.1718241022,0.8483246681,0.3228364511,0.3118136343,-0.0785448594,0.2707955355,0.2282158183,0.4273521606,-1.1690867870,-1.0403426832,0.2324335425,0.2827533455,-0.8626317890,-0.2726987075,1.3561592622,-1.1494719918,0.2258522775,0.2275445863,-0.5933559760
1.0786161933,-2.7622074425,0.1028557506,-0.2248180894,-0.7365281891,-0.0113971097,0.6378504207,0.0340842380,0.2876831296,0.6624276756,0.2291679621,0.1366755228,-0.1492895186,-0.1768468697,-0.0869343772,0.1389381209,0.8216012433,0.3245244262,0.3247524504,-0.0578155976,0.2945927061,0.1402798624,0.4588139259,-1.2370199408,-1.0774065950,0.1958366170,0.2590603881,-0.8938609091,-0.1085827872,1.4423234037,-1.1374622872,0.2368739021,0.2163299678,-0.5729011461
