0.8785615688,0.7444780294,0.3680982837,0.1543169907,0.3008936274,-0.7984683906,0.4980938873,-0.2173977783,-0.1745300000,-0.1595371965,0.1151802615,0.4106007286,-0.2327087683,-0.0448460967,-0.6842056640,-0.5555098299,0.1929719795,0.2380004375,-0.2023356403,0.1754647301,-0.3554607635,0.4555005908,-0.3791350411,-0.4057944360,-0.0723401955,-0.2045557127,0.4159285533,-0.4333862306,-0.2292563701,0.7104943621,-0.5397033929,0.0759675676,-0.2637207925,-0.3160686252
0.8901029094,0.7587968604,0.3573958776,0.1471250973,0.2954367162,-0.8027835032,0.4965984288,-0.6313710441,-0.1745300000,0.2149100838,0.8342984196,0.4756406897,-0.2714748592,-0.0850181479,-0.7112847064,-0.5063067397,0.2271831555,0.3339643095,-0.3521243455,0.2298710647,-0.4283368413,0.4539038697,-0.5807601590,-0.4924184175,-0.1399571345,-0.2023804558,0.6206378120,-0.4793073165,-0.2239942251,0.8950767035,-0.6071290237,0.1059154979,-0.2596539751,-0.4854453992
0.8869828469,0.8067227653,0.2656017752,0.1726970980,0.2877023397,-0.7945737877,0.5060193396,-1.6422505736,-0.0744125645,0.8238976514,2.4833626086,-0.1056242825,0.2173124604,-0.1466122749,-0.8551680549,-0.4285049714,0.3574974298,0.3890792544,-0.3752303160,0.2614525543,-0.5427763786,0.3324163649,-0.7793456699,-0.5248888404,-0.3214412840,0.0179710069,1.1510567207,-0.4549274348,-0.2872854308,0.9432186707,-0.6886635696,0.1840658760,-0.1192887041,-0.9427007708
0.8828433819,0.8070878931,0.2658188338,0.1789317736,0.2908534924,-0.7875405839,0.5129985333,-1.6529052387,-0.0775302096,0.8262268200,2.4936200192,-0.1226540449,0.2435716777,-0.1588222376,-0.8526263399,-0.4091369555,0.3825945246,0.3984652034,-0.3873614693,0.2574898480,-0.5663257588,0.3183568271,-0.7818800491,-0.5309975225,-0.3389008774,0.0513951354,1.2101911246,-0.4529831253,-0.2983219008,0.9087896745,-0.7064517786,0.1970023227,-0.0990992235,-0.9922780781
0.8774304817,0.8074483494,0.2667417330,0.1824294534,0.2915174125,-0.7809019139,0.5214684014,-1.6545578626,-0.0829341035,0.8235758229,2.5023329220,-0.1307850145,0.2637128313,-0.1597287544,-0.8481575199,-0.3911571325,0.4107750157,0.4035312008,-0.3986111061,0.2514680313,-0.5768937824,0.3054831611,-0.7862808214,-0.5359290402,-0.3556696948,0.0806361368,1.2580695674,-0.4313160149,-0.3036877461,0.8645296811,-0.7270454895,0.2106859486,-0.0827795989,-1.0301909638
0.8712183969,0.8087625952,0.2687312212,0.1858555328,0.2926952233,-0.7749254213,0.5284674244,-1.6556715668,-0.0852617894,0.8173431500,2.5099214990,-0.1358815545,0.2805271577,-0.1613345760,-0.8418657856,-0.3865988088,0.4375022220,0.4007870021,-0.4013280355,0.2473035790,-0.5824510409,0.2944227703,-0.7912894937,-0.5405471270,-0.3706184088,0.1064824331,1.2979197418,-0.4019200689,-0.3038090388,0.8088521908,-0.7493067314,0.2266252963,-0.0683344857,-1.0615822191
0.8650706551,0.8107125381,0.2712968011,0.1900676812,0.2940573708,-0.7700556826,0.5333092770,-1.6586638070,-0.0816631771,0.8117568525,2.5163718005,-0.1381418374,0.2961146661,-0.1638242431,-0.8370258804,-0.3932222152,0.4594168500,0.3884529958,-0.3997506735,0.2464903812,-0.5882881042,0.2848653611,-0.7960220456,-0.5444919924,-0.3830846691,0.1291922816,1.3312532103,-0.3696853668,-0.3001886851,0.7454289749,-0.7725335159,0.2458077751,-0.0552248185,-1.0887904997
0.8589966030,0.8120638858,0.2740470267,0.1942255651,0.2960902305,-0.7658747218,0.5366962975,-1.6622487307,-0.0752168397,0.8043814641,2.5231232191,-0.1395335354,0.3089933288,-0.1675621084,-0.8321536142,-0.4046339407,0.4775844161,0.3730761878,-0.3979701739,0.2496857374,-0.5950671940,0.2763560857,-0.7979321437,-0.5471352658,-0.3937735549,0.1488098553,1.3587251807,-0.3365378661,-0.2927992772,0.6767463982,-0.7959985156,0.2682686172,-0.0422707596,-1.1137859465
0.8540129173,0.8127620593,0.2764997611,0.1987915945,0.2972244724,-0.7624251828,0.5393026567,-1.6670616127,-0.0709010976,0.7964480270,2.5299026801,-0.1406621637,0.3176854076,-0.1702814079,-0.8298842300,-0.4145239153,0.4917949329,0.3574327261,-0.3984196863,0.2523226003,-0.5993497079,0.2702038525,-0.8033247039,-0.5505723475,-0.4025850143,0.1652564917,1.3812931041,-0.3023344553,-0.2824267130,0.6037580055,-0.8200618246,0.2939704994,-0.0299362410,-1.1361843080
0.8501806247,0.8124003787,0.2791270101,0.2035572870,0.2980123665,-0.7585215590,0.5425846522,-1.6717639315,-0.0719470792,0.7874014830,2.5304709568,-0.1390446084,0.3227843001,-0.1700608632,-0.8277027603,-0.4251443554,0.5035088187,0.3430357801,-0.3997076858,0.2575214944,-0.6043891696,0.2632691150,-0.8082419168,-0.5544724839,-0.4104473271,0.1788535687,1.3992735664,-0.2668902494,-0.2716020889,0.5339417257,-0.8447866367,0.3224726583,-0.0181133020,-1.1565586098
