1.1771888022,-1.1719356763,0.6681153058,0.2104442272,0.3754548336,-0.6192457771,0.6567203078,-0.5184114411,0.1438083429,0.1693465864,0.4472667957,0.1871075732,0.1200335631,-0.5727941825,0.1209119304,-0.1986800887,0.3742674263,0.1973035469,0.1889604125,0.0473730880,-0.2816503908,0.2400606812,-0.6326291886,-0.4490833636,-0.1812273786,-0.2003199758,0.2781275607,-0.4131767292,-0.1122670263,0.9245503181,-0.4273959042,0.1127923844,-0.1925828497,-0.2255168540
1.1744355719,-1.1393665858,0.6223311551,0.1929695825,0.3469017640,-0.6410072344,0.6569106726,-1.2001700919,0.2876416810,0.1415657615,1.5881972889,-0.0611566312,0.1747382497,-1.0813069141,-0.0197177019,-0.2302717997,1.3101540638,0.0944515445,0.2378286361,0.1179659445,-0.3486834249,0.2314215976,-0.9767292133,-0.6639148442,-0.3910501351,-0.1837406381,0.5649650902,-0.5059093698,-0.1043630696,1.3277833344,-0.5103695274,0.1597201754,-0.1589186149,-0.4950499151
1.1721367261,-1.1205244533,0.5655900997,0.1879888899,0.3245225175,-0.6496237593,0.6613125466,-1.6233779706,0.2494704480,0.0321792060,2.0779619593,-0.4367558841,0.2069348112,-1.4016599653,-0.1488388725,-0.2211292679,1.9316044357,-0.2407450014,0.2452550369,0.1517082330,-0.3133396160,0.1943460602,-1.0838910455,-0.7467465978,-0.6264129341,0.0251732991,0.8744926004,-0.4940086518,-0.1228261513,1.5649113694,-0.5102418842,0.0960661216,-0.0357817632,-0.8275575688
1.1762599581,-1.1233898698,0.5541669584,0.1872653501,0.3048479597,-0.6550182426,0.6655452742,-1.7055502926,0.2261483601,0.0353140143,2.0218906027,-0.4550786184,0.1911525653,-1.4309820888,-0.1508588890,-0.2270446966,1.9506972272,-0.2644721682,0.2626317049,0.1815150089,-0.3182206817,0.1794172695,-1.0923363499,-0.7528386585,-0.6430768010,0.0465535376,0.8968233559,-0.4879398778,-0.1374744170,1.5707842529,-0.5077740237,0.0904813059,-0.0257089456,-0.8501956540
1.1835807530,-1.1227978449,0.5436774481,0.1849684099,0.2906422802,-0.6609262031,0.6667010622,-1.7282585551,0.1992012199,0.0302409208,1.9698651010,-0.4563224623,0.1615197295,-1.4449576283,-0.1714631068,-0.2510286154,1.9847447474,-0.2746354648,0.2710006240,0.2168532895,-0.3164444167,0.1573288004,-1.1102047774,-0.7549451149,-0.6567689535,0.0659062908,0.9143457573,-0.4670817597,-0.1595284378,1.5707999980,-0.5027423525,0.0885412924,-0.0157568123,-0.8660147803
1.1904307641,-1.1175012271,0.5329923495,0.1829365227,0.2838118934,-0.6691696714,0.6619644921,-1.6980641043,0.1755490354,0.0143177735,1.9606424996,-0.4740853650,0.1286787514,-1.4544747284,-0.1945083089,-0.2895522347,2.0137303351,-0.2899073801,0.2712484596,0.2312643563,-0.3152175884,0.1378071717,-1.1241962963,-0.7514290749,-0.6679775485,0.0862202934,0.9291125543,-0.4583864201,-0.1801438400,1.5708000000,-0.4975842838,0.0897015544,-0.0053677907,-0.8808290889
1.1948264930,-1.1100587122,0.5258211412,0.1876280655,0.2792175492,-0.6739751001,0.6577163778,-1.6790089241,0.1546796180,0.0143998388,1.9427377451,-0.5104193321,0.1002225821,-1.4584434687,-0.2214655040,-0.3250342033,2.0221361986,-0.3084377131,0.2495189376,0.2237970368,-0.3171775447,0.1234546288,-1.1389315950,-0.7450679695,-0.6769426535,0.1069681980,0.9425753846,-0.4645203153,-0.1916736708,1.5707972437,-0.4938853739,0.0914426410,0.0039463810,-0.8953195126
1.1971322992,-1.1010172440,0.5223527315,0.1949074977,0.2721126986,-0.6749998667,0.6575263695,-1.6819817381,0.1411832585,0.0371766662,1.9377176540,-0.5356018393,0.0836223610,-1.4535645444,-0.2487194725,-0.3440280080,2.0101644630,-0.3330625999,0.2192451125,0.2101427305,-0.3207186661,0.1112869368,-1.1536546939,-0.7397289762,-0.6841954507,0.1261660511,0.9544516379,-0.4731107853,-0.2010245113,1.5707967142,-0.4921515845,0.0943806789,0.0123686629,-0.9112015655
1.1992896136,-1.0906786142,0.5217593578,0.2045875511,0.2589231043,-0.6739720101,0.6609572525,-1.6941481181,0.1270446190,0.0696848364,1.9387495131,-0.5406872139,0.0736430181,-1.4452303819,-0.2769026547,-0.3374633913,1.9911969109,-0.3630015079,0.1896532999,0.1925999210,-0.3237281315,0.0971050839,-1.1643907001,-0.7356924852,-0.6892619538,0.1429613036,0.9640742123,-0.4800322458,-0.2142615522,1.5707969756,-0.4911323893,0.0992723861,0.0200061248,-0.9254270767
1.2008820834,-1.0779526001,0.5265303305,0.2141000633,0.2474287688,-0.6724049547,0.6639365513,-1.7032084821,0.1136165560,0.0977853081,1.9222273473,-0.5366978033,0.0663611614,-1.4476969938,-0.3003145967,-0.3212879855,1.9676115400,-0.3917041808,0.1618285092,0.1783460000,-0.3293581691,0.0811456969,-1.1766059441,-0.7308110397,-0.6916261377,0.1579790058,0.9705292006,-0.4856733798,-0.2297379524,1.5707975712,-0.4912893173,0.1051553665,0.0268414552,-0.9371092105
